unidade,asunto,tipo,adxudicatario,importe,num_licitadores,fin_contrato,data
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación privada do concerto do grupo  'en danza' dentro do programa 'vigo en festas' 2021',Servizo,AAVV CABRAL,250.0,1,2021/00/30,2021/00/17
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación de tres bandas de gaitas para a celebración do 'encontro de bandas de gaitas' dentro do programa 'vigo en festas' 2021',Servizo,AGRUP.  DE CENTROS DEPORTIVOS E CULTURAIS DE VIGO,10000.0,0,2021/00/25,2021/00/17
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da prestación do servizo de producción técnica para a actuación de 'amaral' en formato acustico con banda',Servizo,INDUSTRIAS ORQUESTALES SL,18113.7,0,2021/00/26,2021/00/17
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación infantil 'o vilán onomatopeico' dentro do programa 'vigo en festas' 2021',Servizo,GODOY GARCIA JOSE CARLOS,1045.0,0,2021/00/30,2021/00/22
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do deseño dun plan de autoprotección e a coordinación para para as actividades socioculturais de samaín e outono 2021 dentro do programa 'vigo en festas 2021'',Servizo,BALBOA RODRIGUEZ NURIA,2057.0,0,2021/00/14,2021/00/15
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do deseño dun plan de autoprotección e a coordinación prl para os eventos organizados polo concello de vigo con motivo do programa de cabalgata de reis 2022',Servizo,BALBOA RODRIGUEZ NURIA,3146.0,0,2022/00/01,2021/00/15
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da prestación dun servizo de produción técnica local para as actividades socioculturais de outono 2021 dentro do programa 'vigo en festas 2021'',Servizo,EVENTOS ESPECTACULARES DEL NOROESTE S L,17387.7,0,2021/00/15,2021/00/05
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación do grupo 'trilitrate' dentro das actividades programadas con motivo do samaín 2021 incluida no programa  'vigo en festas 2021'',Servizo,SINSAL AUDIO SL,3206.5,0,2021/00/30,2021/00/14
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación do grupo de pandereteiras/os traspés dentro das actividades programadas con motivo do samaín 2021 inclido no programa 'vigo en festas 2021'',Servizo,ASOC CULTURAL TRASPES,650.0,0,2021/00/30,2021/00/20
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da producción técnica do concerto 'gira los 40 stage' dentro del programa 'vigo en festas 2021'',Servizo,CENTRO GLOBAL ARDILIA S L,5844.3,0,2021/00/30,2021/00/14
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación artística 'gira los 40 stage· dentro da programación 'vigo en festas 2021'',Servizo,RADIO VIGO SA,9438.0,0,2021/00/30,2021/00/15
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación  do espectáculo 'o vilán onomatopeico' dentro das actividades programadas con motivo do samaín 2021 incluidas no programa 'vigo en festas 2021'',Servizo,GODOY GARCIA JOSE CARLOS,1045.0,0,2021/00/30,2021/00/10
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do espectáculo musical infantil ' uxía lambona e a banda molona' dentro das actividades programadas  con motivo do samáin 2021 incluido no programa 'vigo en festas 2021'',Servizo,TROULA ANIMACION S L,1875.5,0,2021/00/30,2021/00/19
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación de grupos de baile galego dentro das actividades programadas con motivo do samaían 2021 incluído no programa 'vigo en festas 2021'',Servizo,ASOC FOLKLORICA CORISCO,700.0,0,2021/00/30,2021/00/20
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación do grupo 'cherry sweet'  dentro das actividades programadas con motivo da samaín 2021 incluída na programación 'vigo en festas 2021'',Servizo,CATEGORICA PRODUCIONES SL,2541.0,1,2021/00/30,2021/00/19
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación do grupo 'pándega das teixugueiras' dentro das actividades programadas con motivo do samaín 2021 incluído no programa 'vigo en festas' 2021',Servizo,NOVO VIGO ASOCIACION DE VECINOS,500.0,0,2021/00/30,2021/00/19
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do grupo folclórico andarela dentro das actividades programadas con motivo do samaín 2021 incluído no programa 'vigo en festas' 2021',Servizo,ASOC FOLKLORICA ANDARELA,500.0,0,2021/00/30,2021/00/29
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do espectáculo de cé orquesta pantasma dentro das actividades programadas con motivo do samaín 2021 incluido no programa 'vigo en festas' 2021',Servizo,MIUDIÑO SOCIEDADE  COOPERATIVA  GALEGA,484.0,0,2021/00/30,2021/00/29
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación do grupo 'mundo prestigio' dentro das actividades socioculturais outono 2021 dentro do programa 'vigo en festas 2021'',Servizo,SINSAL AUDIO SL,2601.5,0,2021/00/30,2021/00/05
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación da actuación do grupo 'son trío' dentro das actividades socioculturais outono 2021 dentro do programa 'vigo en festas 2021'',Servizo,SINSAL AUDIO SL,1936.0,0,2021/00/30,2021/00/05
ANIMACIÓN SOCIOCULTURAL E FESTAS,"'Contratación da representación da obra 'o que hai que ver' da compañia de teatro 'fulano, mengano e citano' dentro das actividades programadas con motivo do samaín 2021 incluído no programa 'vigo en festas 2021''",Servizo,POMBAL PEREZ MANUEL,1750.0,1,2021/00/30,2021/00/29
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do espectáculo 'contos e cantos do bardo abelardo' dentro das actividades programadas con motivo do samaín 2021 incluído no programa do servizo de festas do ano 2021',Servizo,BARREIRO FERNANDEZ SERVANDO,521.04,1,2021/00/30,2021/00/29
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación  do espectáculo 'morro de risa'  dentro das actividades programadas con motivo do samaín 2021 incluído no programa do servizo de festas para o ano 2021',Servizo,MAGUNA STRASSER JUAN A,544.5,1,2021/00/30,2021/00/29
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación presentación artística  da 'escolma aberta' dentro da programación do servizo de festas para o ano 2021',Servizo,CUNHA RODRIGUEZ ALBERTO,1815.0,0,2021/00/30,2021/00/08
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación artística do grupo de folclore tradicional galego 'os ventos de comesaña' dentro da programación do servizo de festas para o ano 2021',Servizo,SDAD G Y B R COMESAÑA OS VENTOS,450.0,0,2021/00/30,2021/00/10
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación artística do espectáculo 'contos e cantos do bardo abelardo'  dentro da programación do servizo de festas para o ano 2021',Servizo,BARREIRO FERNANDEZ SERVANDO,521.05,0,2021/00/30,2021/00/11
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada de obradoiros e pasarúas  dentro das actividades de outono incluídas no programa de festas para o ano 2021',Servizo,KOREMI REHABILITACION SL,15507.36,0,2021/00/30,2021/00/10
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación dunha animación pasarrúas con temática de outono dentro das actividades incluídas no programa do servizo de festas para o ano 2021',Servizo,TROULA ANIMACION S L,3509.0,0,2021/00/30,2021/00/10
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación do grupo folk arxe dentro das actividades de outono incluidas no programa de festas para o ano 2021',Servizo,PEREZ DEAÑO MANUEL ANGEL,2662.0,0,2021/00/30,2021/00/11
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación da charanga 'vai de baile' dentro das actividades de outono incluidas no programa de festas para o ano 2021',Servizo,CHARANGA VAI DE BAILE,500.0,0,2021/00/30,2021/00/12
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación do concerto musical airiños do mar de teis dentro das actividades de outono incluidas no programa de festas para o ano 2021',Servizo,AIRIÑOS DO MAR DE TEIS ASOCIACION MUSICO CULTURAL,450.0,0,2021/00/30,2021/00/12
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da actuación do grupo 'o fiadeiro' dentro das actividades de outono  incluidas no programa de festas para o ano 2021',Servizo,ASOC FOLCLORICA O FIADEIRO,590.0,0,2021/00/30,2021/00/12
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación privada da representación de poemas musicalizados 'claves líricas' dentros das actividades socioculturais incluídas no programa do servizo de festas para o ano 2021',Servizo,EVENTOS CORCHEA Y ASOCIADOS S L,10890.0,0,2021/00/31,2021/00/01
ANIMACIÓN SOCIOCULTURAL E FESTAS,"'Obras de revisión, mantenemento e conservación da estructura metálica do escenario do auditorio ao aire libre de castrelos'",Obra,CLAVIMAR GALICIA SL,19088.76,0,2022/00/31,2021/00/21
ANIMACIÓN SOCIOCULTURAL E FESTAS,"'Obras de modificación, complemento e revisión da instalación eléctrica do auditorio de castrelos'",Obra,ELVAN INSTALACIONES SL,27633.38,0,2022/00/30,2021/00/21
ANIMACIÓN SOCIOCULTURAL E FESTAS,'Contratación do subministro de caramelos para a cabalgata de reis 2022',Subministro,EDICIONES Y PRODUCIONES EMPRESARIALES SA,14568.4,0,2021/00/31,2021/00/27
XUVENTUDE,"CONTRATO MENOR DUNHA ASISTENCIA TÉCNICA PARA O APOIO E ASESORAMENTO NA ELABORACIÓN PREGOS TÉCNICOS DE LICITACIÓNS, TRAMITACIÓN DE SUBVENCIÓNS E CONVENIOS.",Servizo,PEREZ GONZALEZ CRISTINA,9147.6,1,2021/00/30,2020/00/12
XUVENTUDE,Asesoramento nutricional e hortos urbanos,Servizo,XERMOLO DINAMIZACION SOCIOCULTURAL S L,5808.0,1,2021/00/31,2020/00/24
XUVENTUDE,Revisión material musical pendente no almacén de Vigosónico,Servizo,ILPROSON MINOR SL,580.8,1,2021/00/30,2021/00/25
XUVENTUDE,'CONTRATO MENOR DE SERVIZOS DE CONEXIÓN DE ALARMA DO EDIFICIO DE VIGOSÓNICO COA CENTRAL RECEPTORA',Servizo,BOSCH SEGURIDAD Y CONTROL SL,139.15,1,2021/00/31,2021/00/21
XUVENTUDE,CONTRATO MENOR PARA REALIZACIÓN DE TRABALLOS DE MANTEMENTO NOS ESPAZOS DE DINAMIZACIÓN INFANTIL,Servizo,COSAN NOROESTE SL,3811.32,3,2021/00/15,2021/00/28
XUVENTUDE,Asistencia técnica para a elaboración dossier de proxectos,Servizo,INSTITUTO PARA EL CRECIMIENTO SOSTENIBLE DE LA EMPRESA SL,7260.0,3,2021/00/27,2021/00/03
XUVENTUDE,CONTRATO MENOR PARA DESENVOLVEMENTO DO CAMPAMENTO URBANO 2021,Servizo,ASOC JUVENIL ABERTAL,15000.0,1,2021/00/13,2021/00/12
XUVENTUDE,LIMPEZA DE INSTALACIÓNS DE CAMPAMENTOS DE VERÁN,Servizo,ANDRE SERVICIOS INTEGRALES S L,17593.4,2,2021/00/31,2021/00/26
XUVENTUDE,PROGRAMA DE RUTAS POLA RÍA PARA A POSTA EN VALOR DO PARTIMONIO MATERIAL E INMATERIAL,Servizo,MONSOMAREX SL,17940.0,2,2021/00/07,2021/00/22
XUVENTUDE,PROGRAMA DE DIVULGACIÓN CIENTÍFICA POLA RÍA,Servizo,OCEAN SECRETS S COOP GALEGA,17964.0,2,2021/00/30,2021/00/22
XUVENTUDE,PROGRAMA DESEMBARCO XUVENIL NAS ILLAS CÍES,Servizo,NAVIERA ILLA DE ONS SL,17840.0,1,2021/00/30,2021/00/23
XUVENTUDE,Campamento VIVEVIGO,Servizo,FEDERACION DE CENTROS XUVENIS DON BOSCO DE GALICIA,14831.0,1,2021/00/30,2021/00/29
XUVENTUDE,ADQUISICIÓN MERCHANDAISING,Subministro,ALMA MATER SL,5880.6,1,2021/00/31,2021/00/09
XUVENTUDE,Clases de Skate en Navia,Servizo,WS XTREME CLUB,5438.18,1,2021/00/30,2021/00/19
XUVENTUDE,'Contrato menor para informe técnico en relación ao retorno á actividade do centro de usos múltiples do concello de vigo e a posible exposición a contaxio da covid-19',Servizo,MURCIEGO DELGADO PEDRO,2904.0,0,2021/00/20,2021/00/03
XUVENTUDE,'Contrato menor para a prestación de servizos de instalación dunha carpa en vacacións de nadal en navia',Servizo,EVENTOS GLOBAIS  GALICIA SL,4538.0,0,2022/00/09,2021/00/11
XUVENTUDE,'Contrato menor para a revisión e posta en marcha do sistema de climatización do edificio de usos múltiples vigosónico',Servizo,AXIS SOLUCIONES INTEGRALES SL,2233.66,3,2021/00/08,2021/00/12
XUVENTUDE,'Contrato menor para a conexión da alarma de vigosónico coa central de alarmas',Servizo,BOSCH SEGURIDAD Y CONTROL SL,217.63,1,2021/00/31,2021/00/04
XUVENTUDE,'Contratación para asesoramento técnico especializado na determinación de prezos e aportación de documentación para licitación de contratos de mantemento de instalacións',Servizo,SOLTEC INGENIEROS SLL,3146.0,0,2021/00/24,2021/00/29
XUVENTUDE,"'Contrato menor para a prestación de servicio de decoración, ambientación e rotulación da carpa de nadal en navia'",Servizo,MUNDO OCIO GALICIA S L,8131.2,1,2021/00/31,2021/00/29
XUVENTUDE,'Contrato menor de servizos para desenvolvemento de 2 campamentos de nadal 2021',Servizo,KOREMI REHABILITACION SL,9943.1,3,2022/00/09,2021/00/14
XUVENTUDE,'Contratación de vixiancia nocturna para a carpa de nadal en navia',Servizo,MENKEEPER NORTE S L,3559.05,0,2022/00/09,2021/00/10
XUVENTUDE,'Contratación de actividades de dinamización infantil nas travesas en vacacións de nadal',Servizo,ASOC JUVENIL ABERTAL,9000.0,0,2022/00/09,2021/00/13
XUVENTUDE,'Contrato menor servizos de limpeza instalacións campamentos nadal',Servizo,ANDRE SERVICIOS INTEGRALES S L,2353.44,3,2022/00/09,2021/00/17
XUVENTUDE,'Contratación de actividades de prevención ambiental  no calvario',Servizo,RGM CONSULTING - SUPPORT SLU,9488.94,0,2022/00/09,2021/00/10
XUVENTUDE,'Contratación dun parque infantil de nadal ( pin) en Navia',Servizo,SOFISTIK2 BAI,9485.76,0,2022/00/09,2021/00/11
XUVENTUDE,'Contrato menor para o desenvolvemento do programa ' visita do carteiro real ás asociacións veciñais'',Servizo,TROULA ANIMACION S L,3944.6,0,2022/00/05,2021/00/16
XUVENTUDE,'Contratación do programa ' Nadal en familia '',Servizo,JANEIRO ALFAGEME GUILLERMO,9549.44,0,2022/00/09,2021/00/16
XUVENTUDE,'Contratación de conexión eléctrica para carpas de nadal de navia y calvario',Servizo,"ELECTRICIDAD REMESEIRO, S.L.",2534.47,0,2021/00/31,2021/00/17
XUVENTUDE,'Prestación de servizos para para a redución do contaxio de covid-19 no pin de navia',Servizo,IBAÑEZ PARRAGA JESSIKA,9511.23,0,2022/00/09,2021/00/17
XUVENTUDE,'Reparación do sistema de alarma contraincendio do edificio vigosónico',Servizo,EXTINTORES CELTA SL,792.28,0,2021/00/30,2021/00/27
MUSEO DE CASTRELOS,ERVIZO DE LIMPEZA ANUAL DE CANLES DO PAZO DE CASTRELOS MUSEO MUNICIPAL QUIÑONES DE LEÓN DURANTE 2021,Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,1452.0,1,2021/00/31,2021/00/18
MUSEO DE CASTRELOS,SERVIZO DE MONTAXE DE ORTOFOTOGRAFÍA,Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,363.0,1,2021/00/31,2021/00/28
MUSEO DE CASTRELOS,Realización do comisariado da exposición Galicia nos vieiros da arte. Francisco Fernández del Riego na renovación da arte galega na Pinacoteca Francisco Fernández del Riego,Servizo,LIZ DE CEA BEATRIZ,1996.5,1,2021/00/31,2021/00/25
MUSEO DE CASTRELOS,Atención especializada a investigadores do Museo Municipal 'Quiñones de León',Servizo,DATA GESTION CULTURAL SL,1694.0,1,2021/00/31,2021/00/06
MUSEO DE CASTRELOS,COMISARIADO DA EXPOSICIÓN de PINACOTECA FFDR 'Espazo aberto. Vivencia da arquitectura na arte galega contemporánea'.,Servizo,CORTES LOPEZ MIRIAM ELENA,1999.99,1,2021/00/30,2021/00/31
MUSEO DE CASTRELOS,COMISARIADO DA EXPOSICIÓN de PINACOTECA FFDR 'Habitación. Espazos acotados na arte galega contemporánea',Servizo,CUPEIRO LOPEZ PATRICIA,3499.99,1,2021/00/30,2021/00/07
MUSEO DE CASTRELOS,Desmontaxe das exposicións 'Novas incorporacións de arte galega' e 'Colmeiro' na pinacoteca FFDR,Servizo,DAEXGA SERVICIOS INTEGRALES DE GALICIA SLNE,2763.35,1,2021/00/30,2021/00/04
MUSEO DE CASTRELOS,Servizo para o enmarcado da obra 'Retrato do Infante Alfonso XIII' de Benigno Pereira Borrajo,Servizo,CERVIÑO VILA MARIA ELENA,680.0,1,2021/00/30,2021/00/04
MUSEO DE CASTRELOS,SERVIZO DE MONTAXE DA EXPOSICIÓN  'COLMEIRO' na planta terceira da Pinacoteca FFDR,Servizo,BARIEGO HERNANDEZ MARIA,1560.9,1,2021/00/30,2021/00/12
MUSEO DE CASTRELOS,SERVIZO DE TRANSPORTE DE PUBLICACIÓNS MONOGRÁFICAS DE MANUEL COLMEIRO,Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,229.9,1,2021/00/31,2021/00/02
MUSEO DE CASTRELOS,ELABORACIÓN DE REXISTRO PRELIMINAR DE DEPÓSITO DE BENS ARQUEOLÓXICO-PALEONTOLOXICOS PROCEDENTES DE INCAUTACIÓN,Servizo,DATA GESTION CULTURAL SL,496.1,1,2021/00/31,2021/00/12
MUSEO DE CASTRELOS,TRASLADO DE DEPÓSITO DE BENS ARQUEOLÓXICO-PALEONTOLOXICOS PROCEDENTES DE INCAUTACIÓN 0001514/2020,Servizo,BARIEGO HERNANDEZ MARIA,1433.85,1,2021/00/30,2021/00/01
MUSEO DE CASTRELOS,Elaboración do documento de inventario topográfico dos bens que o Museo 'Quiñones de León' ten depositados nos almacéns do Museo Marco,Servizo,BIC MATERIALES Y CONSERVACION SLL,2783.0,3,2021/00/30,2021/00/25
MUSEO DE CASTRELOS,SUBMINISTRACIÓN E INSTALACIÓN DE PORTA DE CRISTAL DE SEGURIDADE DO MUSEO,Subministro,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,2773.25,1,2021/00/30,2021/00/23
MUSEO DE CASTRELOS,Servizo de reparación de pequenas avarías eléctricas nas instalacións do museo municipal 'Quiñones de León',Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,895.4,1,2021/00/30,2021/00/22
MUSEO DE CASTRELOS,SERVIZO DE REPOSICIÓN DA INSTALACIÓN DE CABLEADO ELÉCTRICO DO MOSTRADOR DE RECEPCIÓN DO MUSEO MUNICIPAL QUIÑONES DE LEÓN,Servizo,"ELECTRICIDAD REMESEIRO, S.L.",441.21,1,2021/00/31,2021/00/24
MUSEO DE CASTRELOS,Servizo de preparación e envío da publicación 'Colmeiro. Espazos e encadramentos',Servizo,DESOÑOS S L,2720.56,1,2021/00/30,2021/00/13
MUSEO DE CASTRELOS,PRODUCIÓN DAS EXPOSICIÓNS 'ESPAZO ABERTO' E 'HABITACIÓN' PARA PINACOTECA FFDR,Servizo,DAEXGA SERVICIOS INTEGRALES DE GALICIA SLNE,12744.33,3,2021/00/30,2021/00/27
MUSEO DE CASTRELOS,SERVIZO  DE ELABORACIÓN DUN INFORME DE VALORACIÓN ARTÍSTICA DE CONXUNTO DE PEZAS ALVAREZ OFERTADAS EN DOAZÓN,Servizo,LIZ DE CEA BEATRIZ,363.0,1,2021/00/30,2021/00/19
MUSEO DE CASTRELOS,CONTRATO DE SERVIZO DE TRASLADO DE ENSERES DIVERSOS A CENTRO DE RESIDUOS AUTORIZADO,Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,598.95,1,2021/00/30,2021/00/21
MUSEO DE CASTRELOS,SERVIZO DE REPARACIÓN DE PORTAS MANUAIS ACRISTALADAS DO MUSEO MUNICIPAL 'QUIÑONES DE LEÓN',Servizo,CAL BAIXOMIÑO CONSTRUCCIONES Y SERVICIOS SL,1030.77,1,2021/00/30,2021/00/23
MUSEO DE CASTRELOS,PRODUCIÓN DE MOSTRA DE PRESENTACIÓN DE SELECCIÓN DE PEZAS PALEONTO-ARQUEOLÓXICAS PROCEDENTES DE INCAUTACIÓN,Servizo,DATA GESTION CULTURAL SL,299.48,1,2021/00/30,2021/00/27
MUSEO DE CASTRELOS,SERVIZO DE TRATAMENTO ANTIXILÓFAGOS E LIMPEZA DA OBRA 'Interior' de José Gómez Somoza (nº inv. 12),Servizo,CREA RESTAURACIÓN S L,961.95,1,2021/00/30,2021/00/29
MUSEO DE CASTRELOS,SERVIZO DE RESTAURACIÓN DE MARCOS DE VARIAS OBRAS DE ARTE,Servizo,SEOANE GAMEZ MARIA ROSA,1178.54,1,2021/00/30,2021/00/29
MUSEO DE CASTRELOS,SERVIZO DE ENMARCADO DE DISTINTAS OBRAS PARA A EXPOSICIÓN 'Dentro e fóra,Servizo,CERVIÑO VILA MARIA ELENA,744.15,1,2021/00/30,2021/00/05
MUSEO DE CASTRELOS,SERVIZO DE INSTALACIÓN DE DÚAS LONAS PUBLICITARIAS NA PINACOTECA FFDR,Servizo,MUIÑOS RODRIGUEZ JOSE MANUEL,605.0,1,2021/00/30,2021/00/06
MUSEO DE CASTRELOS,elaboración de informes de conservación de tres obras de arte solicitadas en préstamo temporal,Servizo,SEOANE GAMEZ MARIA ROSA,526.35,2,2021/00/30,2021/00/21
MUSEO DE CASTRELOS,obras de reparación da recollida de pluviais sobre a galería da sala de arqueoloxía no Pazo Museo 'Quiñones de León',Obra,MARS MANTENIMIENTO RECUPERACION E SERVIC,2541.0,2,2021/00/30,2021/00/24
MUSEO DE CASTRELOS,"SERVIZO DE TRATAMENTO ANTIXILÓFAGOS, LIMPEZA  E INTERVENCIÓN DAS OBRAS SOLICITADAS EN PRÉSTAMO",Servizo,SEOANE GAMEZ MARIA ROSA,723.58,1,2021/00/30,2021/00/13
MUSEO DE CASTRELOS,'Servizo de restauración da vidreira de urbano lugrís 'paisaxe de vigo'  nº inv. 1643',Servizo,BIC MATERIALES Y CONSERVACION SLL,6413.0,3,2021/00/31,2021/00/01
MUSEO DE CASTRELOS,Servicio de reparación da cámara frigorífica do laboratorio de arqueoloxía de Museo QDL,Servizo,ELECFRICLIMA SL UNIPERSONAL,3363.56,1,2021/00/30,2021/00/27
MUSEO DE CASTRELOS,CONTRATO PARA A ELABORACIÓN DE INFORME DE CONSERVACIÓN,Servizo,ALVAREZ REY MARIA DOLORES,363.0,1,2021/00/30,2021/00/28
MUSEO DE CASTRELOS,Elaboración de informe de valoración histórica económica de conxunto numismático ofertado en doazón,Servizo,CONSULTARTE - RESTAURARTE S L,847.0,1,2021/00/30,2021/00/28
MUSEO DE CASTRELOS,"SERVIZOS DE ALMACENAXE DE MATERIAIS ARQUEOLÓXICOS PARCELAS 1A-1B DA U.E. I-06 ROSALÍA DE CASTRO 2, VIGO",Servizo,DATA GESTION CULTURAL SL,580.8,1,2021/00/30,2021/00/03
MUSEO DE CASTRELOS,SERVIZO DE TRANSPORTE DE RECOLLIDA DE ARCON ARTISTICO RECIBIDO EN DOAZON,Servizo,OTERO GONZALEZ SONIA M,348.48,1,2021/00/31,2021/00/10
MUSEO DE CASTRELOS,'Servizo de elaboración de informe de conservación da vidrieira de urbano lugrís 'paisaxe de vigo'  nº inv. 1643',Servizo,SEOANE GAMEZ MARIA ROSA,260.15,1,2021/00/31,2021/00/25
